,Gender,Review,Rating
8636,F,Time was due to delivering first draft on time but it not being what was required. Worked very hard and kept up communication to ensure the second one met the requirements.,5.0
8637,M,"Was very good to work with Shamasudin, he delivered what he promised in record time.
Will hire again.",5.0
8638,,Everything went great ! highly recommended !,5.0
8639,,Amazing to work with and was extremely patient with me during a family emergency i had - which happened during handover. Look forward hopefully working with again!,5.0
8640,M,Very responsive and wonderful to work with. Gave me what I was looking for!,0.0
8641,M,Me ha gustado mucho trabajar con ellos. Han sido eficientes y han atendido todas mis necesidades.,4.4
8642,,"Communication, work and speed very good! Thanks a lot!",5.0
8643,M,Good design,5.0
8644,M,The project is not completed according to the dispute,5.0
8645,M,He's great guy. My project was a stretch with several technical problems and he tried and was able to address some. We decided to change scope and use more his design abilities.,1.0
8646,M,"He is excellent. He delivered me on time and quality was great. He is very quick in response, really very professional. Highly recommended. Thank you and God Bless You ...!!!",1.0
8647,,Excellent Designer,5.0
8648,M,Very good professional. I would hire hin again,5.0
8649,M,Zunair delivered the work in good timely manner.,3.0
8650,M,"One of the best  i have ever worked , if there is any chance will hire him again",5.0
8651,M,"Good work, easily contactable",5.0
8652,F,Shamima did and excellent job.  She was very receptive to my change requests and went above and beyond to work with me to get everything exactly the way I wanted it.  I highly recommend her as a designer.,5.0
8653,,very patient and accommodating,5.0
8654,M,"his a good guy and do very good is a job, its perfect you can trust him is very serious thanks so much",5.0
8655,,2nd time using these guys!!. and again not dissapointed.. i know your all looking for the best of the best. trust me THESE guys are the best.,5.0
8656,F,I needed logo urgently and he submitted his logo entry very fast which I liked it. I asked for changes and he did that too very quick and in a professional way. Thanks,5.0
8657,M,Joy didn't give up on the project until i was completely satisfied.  He was always available as well.,5.0
8658,,Easy to work with. Work was done quickly.,4.0
8659,M,"Very good, thanks",4.8
8660,,A pleasure to work with! Wonderful communication and worked with our ideas to create a final product that we are extreamely happy with! We highly recommend working with Javier and company.,5.0
8661,M,Great freelancer.  I was very happy with the results of his work.,5.0
8662,M,Md Imteyaz K. his knowledge is very good. Due to my slow server we had some ussues but Md Imteyaz K. was patiently and delivered as promised. Will hire him again.,5.0
8663,,will definitely hire again!,4.6
8664,M,excellent communication,5.0
8665,,Continuing great experience working with Codextent,5.0
8666,M,Thanks man.,5.0
8667,,"Excellent design, quick to reply back to my questions. Highly recommended, will do business with again!",4.8
8668,M,"I like approoach, time and communications. As well as understanding my clarifications. Nice to work with!",5.0
8669,,very helpfull and professionel i recommand Chi Z.,5.0
8670,,HE WAS AMAZING HE DOES GREAT WORK AND HE'S FAST,5.0
8671,M,A+ good at his job,5.0
8672,M,He tries to help in everything and he is very intelligent and do the work efficiently,5.0
8673,M,"I am EXTREMELY impressed with the quality of work Vikash, Shiv, and [login to view URL] do a good job of finding out the clients needs and giving you what you want the first time. I find they very skillful at what they do. I will continue to hire myself in the future.",5.0
8674,M,"Alex is a great and consistent developer. Love to work with him every time.
He delivers what he promises on time and budget. Very happy customer.",5.0
8675,M,Great to work with him. He help us to solve many magento 2 problems with very good dev skills,5.0
8676,M,"always good work from Dan
no issues at all
excellent !",0.0
8677,M,This was a great project. I gave work to Momin and he implemented it right away. He helped m a lot in integrating plugins and designing shopify.,5.0
8678,,Good job thanks for the efforts and accommodating the few changes.,5.0
8679,,"Great to work with, will definitely re-hire!",5.0
8680,M,Excellent work delivered quickly.,5.0
8681,F,Maria had a gorgeous design. Was timely and responsive and easy to work with. Would recommend,5.0
8682,M,Excellent work and very helpful personality.,5.0
8683,F,Chengzhe is an incredible developer. We have used her professional services many times and every time she delivers above and beyond. I cant thank her enough! Highly recommend!!,5.0
8684,,Awesome and Talented Freelancer... Will hire them Again.  Their communication was also perfect but delivered before estimated time.,5.0
8685,F,"As always, super work done by Ritu.",5.0
8686,M,"Great skill, committed, meticulous with work. Great communication and detailed in approach. Gets the inputs clearly and works in detail. All the best for future projects.",5.0
8687,M,great freelancer,5.0
8688,F,Thank you for your work!  You won the contest because your design was far superior to the rest!,5.0
8689,,"One of the best freelancer I worked with .
Thanks so much for quality work , Looking forward to work with you soon 

[28 June, 2017] Always great to work with you , Looking forward for new version

[28 June, 2017] I love to work with you , prompt and awesome work

[29 June, 2017] Can not ask for more , So far really happy with the quality of work

[29 June, 2017] Really happy to work with you

[30 June, 2017] Well done saivision , Already hired for you next project.
Thanks",5.0
8690,M,He is communicative,5.0
8691,M,Very pleased with the high level service of Gaurav.,5.0
8692,M,"Ling wants to satisfy, and has good ideas.  He does need guidance and good communication, but i do think that he has great potential and is a good worker.  Very smart",4.6
8693,M,"“I hired Gavin twice.
Excellent work!! The communication was definitely a plus. Thank you very much""",5.0
8694,M,Good work !,5.0
8695,,Great,1.0
8696,M,"It was alright, but in the end the project was not completed in a way I wanted. He explained why and I understand why he didn't do it.",5.0
8697,M,Great first project experience. All in line with the expectations. Thanks.,5.0
8698,F,"Great Professional and good experience, I will hire again , 
Thanks",5.0
8699,M,Great job.,5.0
8700,M,"Really Nice team, I enjoyed working with these guys. Do awesome work and hiring for next version of my site.",4.7
8701,,Great job on tub modification. These updated bottle renders look awesome.,5.0
8702,M,"Well articulated, unwearied and clued-up in his field, will surely hire again.",5.0
8703,,Fantastic job and great with feedback and fast response rate. Highly recommend.,5.0
8704,M,Thank you for the quick turn-around!,5.0
8705,,Great work A++,5.0
8706,M,"Really feel happy with sumit's team services. every time complete project with perfectness. You can trust upon this team and your project goes in safe hands. 

will give you next project soon... 

Give A++++",4.0
8707,M,Great work and very flexible. Infoway was very patient through the entire process. Would work with again.,5.0
8708,,"Guangjun Z is amazing fast and very responsive!!! will use for all my website features and design,",5.0
8709,M,Fixed the issue within 10 minutes! Amazing freelancer,2.0
8710,,"Dont hire them else they will waste your time and money.

[10 July, 2018] *** DONT HIRE THEM***This is a not a reliable freelancer to work [login to view URL] also have website which is goexperts. They agreed to work on our terms hence we hired and gave them paid training however just after 4 days of work  they stopped and said to increase the price else they wont work and also saying we cant work on freelancer due to high commission. Such a waste of time and money. I highly dont recommend to hire GOEXPERTS.

[10 July, 2018] Dont hire them. Their owner name Blessy. They will start at your price and after the training they will ask for hire price. Its their agenda to first join and then ask for more money. Waste of time and money.",5.0
